ProductId,Summary_Text,Sentiment,Predictions
B006MONQMC,"Caffeine and Vitamin C Served Up In A Drink Reminiscent Of Watered Down Sugar Free Kool-Aid I picked up the Vitamin Squeeze Energy Drink to take to work and give a boost to my water consumption. Who couldn't use a bit more vitamin C or energy? While there is some nutritional value in the vitamin content, the drink is also loaded with artificial ingredients. The caffeine content, alone, seems counterintuitive to something that wants to market itself as healthful. So, I'm not sure that Vitamin Squeeze has exactly figured out which niche in the marketplace it wants to fulfill. Health or energy? By making claims to both, it also falls short of either.<br /><br />The one thing I did like is that the bottle is much bigger than other water additives (heck, the waste of plastic and processing on those tiny bottles drives me insane). The instructions say that you add a squeeze to 8 ounces of water. That would make 24 servings in the bottle supposedly. One problem, a squeeze isn't a real unit of measurement. With too little, there is no taste at all and if you use enough to notice--you'll probably only end up with 8-10 servings. The taste, even with extra squeezing, is like diluted sugar free kool-aid. It's not awful, but it has a pronounced aftertaste. If you're looking for a caffeine supplement, you might find this appealing enough. But it's not something that I would revisit for either the vitamins or the caffeine. KGHarris, 6/12.",0,-1
B006MONQMC,"Good idea, but not quite there yet Vitamin Squeeze Energy Drink, Fruit Punch. Sounds like a good idea, to add more vitamins to your daily water intake, right?<br />As far as vitamins, what you are getting is a good dose of B vitamins, which is nice. My main issue is that, along, with the vitamins, you get caffeine, sucralose (artificial sweetener), sodium benzoate and potassium sorbate (preservatives) and Red #40, which oddly isn't listed on the Amazon description.<br />And, what the heck is ""natural flavor"" when no juice is listed? That is kinda scary!<br /><br />The design of the bottle is nice. I like the shape which encourages a firm grip. ! It certainly is sealed well, with both an outer ring of packaging and an under cap seal.<br /><br />The taste of this particular flavor, Fruit Punch, is exactly what I would expect from Kool Aid of the same flavor. That nasty ""red"" aftertaste, thanks to the #40 food coloring. I would be careful using this product because I am pretty sure that it is going to stain just as bad as other red colored drinks.<br /><br />Do the benefits of vitamins offset the negative effects of the additives? Personally, I don't think so. I will not be buying this product.",-1,0
B006MONQMC,"If you need to add flavor So I want to start out by saying the hinge for the lid broke right when I opened it up, I also think it taste a lot like kool aid. I have had different kinds of water enhancers like mio and amino energy before and both of those tasted better then this. Since the expiration date is 8/2013 I do plan to buy more to have for water flavor like if you have to treat your drinking water. Over all its ok and it doesn't have carbs calories or sugar so that a plus. Recommend for when you get tired of drinking water!",0,0
B006MONQMC,"An ""ok"" energy drink This product, the ""Vitamin Squeeze Energy Drink, Fruit Punch"", offers a calorie free way to turn your water into a fruit-punch tasting energy drink.  One squeeze of the bottle will flavor 8 ounces of water.  Below are my impressions of this product:<br /><br />- It's hard to tell how much ""one squeeze"" is.  For my first glass, I gave the bottle a large squeeze, and discovered that I had put way too much flavoring in.  There are markings on the side of the bottle that show how much liquid would equate to one squeeze, but it's not transparent and you can't see the fluid level inside the bottle.  Through trial and error, I managed to work out how much of a squeeze flavored my water to the level I wanted it, though.<br />- It indeed tastes like fruit punch, but there is an aftertaste.  Given that it's artificially sweetened and fortified with vitamins, I expected that there would be.  It's about the same level of aftertaste as you might get from a glass of artificially sweetened kool-aid.  Not overpowering, but noticeable.<br />- I like that it's fortified with vitamins; while this might not be the best way to get them (eating nutritious foods is), every little bit helps!<br />- If you like energy drinks, this is an efficient way to store them.  One 12 ounce bottle effectively replaces 24 8 ounce cans.  All you need to do is add a ""squeeze"" to a glass or bottle of water.<br /><br />Overall, ""Vitamin Squeeze Energy Drink"" gives you a shot of caffeine and some important vitamins per serving and is concentrated so that it won't take up a lot of room in your fridge.  But the taste to me is just ok.  And that's how I rate this drink: ""ok"", which in my scoring system is three stars.",0,0
B006MONQMC,"Quick boost with added benefit I carry a 40 ounce <a href=""http://www.amazon.com/gp/product/B0019N2DO8"">Klean Kanteen Stainless Steel Water Bottle</a> or a 1.5 liter Sigg Water Bottle just about everywhere I go.  In the afternoons, when my brain stops functioning and I get groggy, I tend to have a caffeine boost of some kind, which has meant making tea or coffee.  When it gets hot, those just don't work for me, and I don't like iced tea. I don't want to spend more money on single serving sized energy boosts.<br /><br />So, I've been interested in trying some of the new (to me at least) squirt options to add to my water bottle.<br /><br />I'm quite pleased.  The taste is good and there certainly is an energy boost.  The added vitamins also help me be at my optimum performance in the afternoons.<br /><br />A couple of minor quibbles which keep this from being ideal. It does need to be refrigerated after opening it the first time, which keeps it from traveling with me.  Also, and this is going to sound a bit silly, I'm not sure how much squeeze a ""squeeze"" takes. I give a couple of squeezes in my water bottles, which seems to work fine, but I'm just not sure what is too much or what is too little. I guess it's a matter of taste--which makes sense.",1,1
B006MONQMC,"Just a squirt adds lots of great flavor! We have tried several other flavors, and brands of water flavoring that you just squirt in the bottle or glass.<br />This is the first time we have tried the Vitamin Squeeze Energy Drink.<br />I have to say the flavor is very refreshing and tastes very good.<br />Although, I did not notice much extra ""energy"".<br />At the same time it did not leave me feeling gittery or anxious.",1,1
B006MONQMC,"Not usually fond of this type of product So I've tried this type of product before - I believe it was put out by Kraft (mio liquid) - but it ended up making my otherwise fresh, delicious, and pure water taste like a semi-polluted river from an industrial accident.  With less than high hopes for this Vitamin Squeeze, I poured myself some water, dumped some of this stuff in, drank it...and DIDN'T feel the need to spew it back out!<br /><br />In fact, it tasted quite a bit like Gatorade or Vitamin Water.  Somewhat pleasant, but not all the way...In fact, I'll probably use the rest of the bottle before making my final decision to keep buying/using it or not.  (Unlike the Kraft stuff that went straight to the trash.)<br /><br />The two main factors I don't like this are:<br />1.  Red #40.  Why can't a company spend a few extra cents and use something natural.  I don't want my kids drinking this (though I'm a little more lenient for myself.)  Swap that artificial flavors with Beet Juice...get the same redness without the additives.<br /><br />2.  The sweetener.  It's the sucralose or whatever stuff that leaves the weird aftertaste.  While certainly better than High Fructose Corn Syrup as far as what I want in my body, it's the aftertaste that is the biggest disappointment of the flavor of this stuff.  What's wrong with going ""old fashioned"" and using ""sugar?""  Surely, somebody still grows sugar somewhere in the world...<br /><br />If you're in the market for something like this, I'd recommend trying a single bottle before investing in a 4-pack case.  It's better than the competition, for sure...but might not be quite what you're hoping for.",1,-1
B006MONQMC,"Tastes good, not great It is what it is: liquid drink concentrate in a handy squeeze bottle, which turns plain water into sort of a diet Kool-Aid (or Hi-C) with a bit of a caffeine jolt. One difference I saw between this and Mio drink concentrate (which I also tested through Vine) is that the Vitamin Squeeze label says to refrigerate after opening, while the Mio label says it doesn't require refrigeration. So I dunno what will happen to Vitamin Squeeze if, say, it's left in your gym bag in a hot car all day.<br /><br />Vitamin Squeeze is sweetened with sucralose aka Splenda, which doesn't give me and my family violent stomach cramps like sorbitol, so that's a plus.  The taste is like diet fruit punch, not as good as Crystal Light, but acceptable. My older daughter likes the taste also; younger one didn't.",1,1
B006MONQMC,"Sweet Pro:<br />-----<br />Easy, and quickly (surprisingly!) dissolves in water without effort, and has that familiar sweet fruit punch flavor you know and love.<br /><br />Con<br />-----<br />If you're not looking for a sugary (or fake sugary) fruit punch mix, this isn't for you.<br /><br />I am fully of the opinion that this is just another no-sugar sugar drink parading as a health product.<br /><br />What you get is a red syrup that easily dissolves in water and tastes like that generic Hi-C/Kool-Aid/Hawaiian Punch Fruit punch. You know, the red sweet stuff.<br /><br />But I like it. I don't use very much because I like the less sweet version of that same artificial fruit punch flavor (I actually do like it. If you don't, steer clear). It's definitely not ""too sweet"" if you realize what you're in for. It is definitely NOT flavored water. It is fruit punch mix. But it's much, much easier than powder, and if you keep it on the shelf in your fridge, it will take up a lot less room than the equivalent bottles. You could easily use this in cocktails too.",1,1
B006MONQMC,"Okay, but... This stuff tastes okay to me, but with a hint of aftertaste.  However, I obtained it for my daughter who needs some vitamin help right now due to a medical thing.  She likes the flavor, but the problem is I did not note that it has caffeine in it.  So I won't get more of it as she really does not need caffeine at all.  But other than that, I don't see a problem.",1,0
B006MONQMC,"OK Sugar Free Drink I am not a big fan of artificially flavored drinks, and this vitamin squeeze energy drink is no exception. I really don't like the aftertaste of such drinks. However, putting that aside, this is a fairly refreshing and nice-tasting drink as far as it goes. The flavor is a bit reminiscent of a cough syrup. The packaging and mixing are very convenient - I was surprised that you really didn't need any stirring or shaking for this solution to completely dissolve in water. This drink is a convenient option if you spend a lot of time in a place that has plenty of water fountains or water coolers, and very limited refrigerator space. Aside from the interesting packaging and the delivery method there is nothing all that special about this drink that would distinguish it form others in the same category.",0,0
B006MONQMC,"a big bottle to jazz up your water.... I use the mio beverage enhancers pretty regularly and was interested in trying the vitamin squeeze to see how it would compare.  Here are my pros/cons:<br /><br />Pros-not overly sweet, a nice big bottle (12 oz, next to under 2 oz. for the Mio), lots of vitamins and zero calories.  Makes getting in your water much easier.<br /><br />Cons-bottle needs to be refrigerated after opening (unlike the Mio).  This makes it not as portable for me.  No leaving it in a backpack or a desk drawer, that is the major drawback for me.  Though I liked this flavor, it tasted more citrusy than it tasted like fruit punch-not a big deal, but if you are expecting fruit punch flavor you won't get it here.<br /><br />Overall, I would consider purchasing for home use, but not portable enough due to needing refrigeration for it to be my ""go to"" brand for when I am away from home.",1,1
B006MONQMC,"Better than many water flavorings with benefits First of all, I prefer plain water, but when I need a refreshing drink, the <a href=""http://www.amazon.com/gp/product/B006MONQMC"">Vitamin Squeeze Energy Drink, Fruit Punch, 12-Ounce (Pack of 4)</a> fits the bill.  Better than MIO, in my opinion, I find that this gives me a very little boost when added to my water bottle for consumption while I work in my garden.  When I first tasted the drink prior to adding it to water, it reminded me of the liquid vitamins I gave to my daughter many years ago and I expected to not like it at all.  In the diluted state, it is rather refreshing and I expect to be able to consume a bottle within the thirty days it apparently will last after opening.  The bottle needs to be refrigerated after opening and I'd recommend not storing them in a heated environment.  Although caffeine is listed near the top of ingredients, I did not feel the effects when mixed as directed.  I imagine that for those who are drinking this for the jolt, you'd find it necessary to make a more concentrated solution and then you'd have the vitamins in excess.  Although I give this product 4 stars because it's better than average in taste compared to similar prouducts, I probably will not purchase it in the future because I prefer to have my vitamins separate from my caffeine.",1,1
B006MONQMC,"Water Booster with Artificial Sweetener Vitamin Squeeze is a fun way to add flavor and vitamins to water.  For the price, it goes a pretty long way, and flavor can be adjusted to taste.  It is great that there is nutritional value rather than just coloring and flavor like some competitors.  The flavor is good, but not amazing.  My main warning is that although it says ""all natural,"" it does contain sucralose (Splenda) sweetener.  I don't mind a little here and there, but I have found that it interferes with my diet if I overdo it.  So, I would not use this in all of my water, but would use it for a treat here and there.  If you would like something natural to flavor water, SweetLeaf makes flavored liquid stevia.<br /><br />Overall, a decent way to get some vitamins if you do not mind artificial sweetener.",1,1
B006MONQMC,"I'm underwhelmed I'm not so sure about Vitamin Squeeze. It works a lot like Mio, just squeeze a bit into a glass or bottle of water and drink. We do need to refrigerate it after opening, which makes it less portable, and the bottle is pretty big. Mio is at least small and can be carried in a purse.<br /><br />The ""energy"" comes from a variety of vitamins and minerals and caffeine. The labeling says it's not for children, but I let my children try it. Let's just say they didn't care for it. Personally, I like the taste of Mio better. Vitamin Squeeze is a little too sweet without much flavor. I was underwhelmed.",0,0
B006MONQMC,"Good Tasting, Good Energy - Recommended This Vitamin Squeeze Energy Drink is good tasting and definitely provides an energy kick. I like this type of additive and regularly use Mio, so expected to like the flavor and was also prepared the slight aftertaste from the artificial sweetener.<br /><br />The recommended serving size is ""one squirt"" per 8oz of water and I find that does make it sweet enough. The flavor is sort of generically ""fruity"" and is nicely refreshing. It is important to shake the container well before dispensing to ensure everything is well mixed.<br /><br />This does have a good energy lift from caffeine and Vitamin B, and also has significant Vitamin C content (120% per serving). Since this is a good sized bottle at 12oz (24 servings), it is more convenient to keep on hand in the kitchen than the smaller Mio bottles (which are nice to carry on trips).<br /><br />A good choice for home use, mostly due to the large size.<br /><br />Recommended!<br /><br />CFH",1,1
B006MONQMC,"Not My Main Squeeze This water enhancer promises to infuse your water with a good tasting vitamin energy supplement.  I liked the design of the bottle.  Shake well and one squeeze will be enough for 8 ounces of water.  Fat free, carb free and calorie free, it certainly is a dieter's dream.  The fruit punch flavor was okay, a little bit fake, like maraschino cherry juice.  Not unpleasant but Hawaiian Punch has nothing to worry about.  The chemical aftertaste was not pleasant. I noticed no improvement in my energy level, but again, I am a fairly heavy coffee drinker so perhaps I've become caffeine resistant. This product must be refrigerated after opening and used within thirty days.<br /><br />I would use this only as a back up to MIO.  I found the MIO flavors more appealing and it doesn't have to be refrigerated.  The MIO container is more portable.",0,0
B006MONQMC,"Convenient - Good Idea - Adequate Quality/Taste We were pretty excited to try this out especially for use with workouts etc..water doesn't always cut it and Gatorade etc gets a bit costly plus all the sugar and salt really adds up over time.<br /><br />First, the squeeze idea is great! No mess, no fuss, super simple to use. Vast improvement over powdered drinks (including gatorade)with the added benefit of being able to adjust for personal preference.<br /><br />I found a quick squeeze more than ample; my other half liked a bit more flavor. We both liked the ability to squeeze and go. So far so good. Will give the convenience a big PLUS!<br /><br />The so-so part is the flavor...I'm just not wild about the fruit punch flavor but would probably be willing to give other flavors a try and see if they are more to my liking. It's not bad per se, it's just not that good. At first I thought it was just me but spouse felt the same way. Will consider this more or less neutral since it's not great but certainly not bad either.<br /><br />Now for the thing that I don't really like...the vitamins. Yes, there is a nice range of vitamins and at first glance, that sounds fine BUT, the quality of the included vitamins is questionable. For example, for B12, cyanocobalmin is used rather than the more expensive (and bioavailable) methylcobalmin. To be perfectly fair, the vast majority of people probably won't/don't care and the idea of taking in some vitamins at all is an improvement. However, those that are health conscious and/or only use bioavailable forms of vitamins will be disappointed. I try not to take inferior vitamin types so that they don't block absorption of better/more available forms.<br /><br />All in all, a vast improvement over cola's. Very convenient. Not bad tasting but not great and selection of vitamins could be better.",1,0
B006MONQMC,"Okay But Not as Good as Mio I've used different Mio flavors in the past to flavor water. After using this product I find I prefer them to this projduct.<br /><br />For one thing, the bottle is difficult to open. I finally had to get a knife to cut open the seal. Of course, the drink sprayed all over the place.<br /><br />It states that you need one squeeze for 8 ounces of water. The instructions for 'one squeeze' aren't very scientific, and it's a matter of trial and error to get the water flavored to your taste. The first time I tried it there was not enough flavor, so I had to squeeze it twice. It'd be nice if tiny drops came out instead of a stream.<br /><br />I'm usually a big fan of fruit punch flavors, but this one was kind of odd. Not terrible but not as flavorful as the Mio flavors I've tried in the past.<br /><br />The one advantage this product has over Mio is that it includes vitamins, though I doubt there's enough to make a real difference.<br /><br />All in all, this product is just okay.",0,0
B006MONQMC,"Splenda sweet. It says ""all natural"", but the sweetener is artificial splenda (don't mind though).<br /><br />Fruit punch is not my fav taste but it's actually not bad. I used 2 squeezes for 24 oz bottle and got just a little taste to have a break from water. It was already sweet to me.<br /><br />I wish they would provide info about caffeine, how much in 1 tablespoon or anything so I would know how much I drink (being pregnant). But I can only assume is not much, especially in 2 squeezes..<br /><br />Overall nothing I got crazy about. Good idea but maybe I'd like different taste better.",0,0
B006MONQMC,"Pretty good if you like the flavor. Vitamin Squeeze was very easy to use.  It gives you Vitamin C with no calories.  The mixture uses sucralose as the sweetener.  As with most artificial sweeteners, it may or may not trigger your bitter taste buds.  For me, it was also hard to get the right amount of sweetness:  It was either too light or too sweet.  If you can get the flavor right, then this is the energy drink for you.",1,1
B006MONQMC,"The easy way to take your vitamins What a fantastic idea. Fill up a glass or water, squeeze a dose of Vitamin Squeeze Energy into it and you have a delicious fruit punch that tastes great and is easier to drink than water alone. I love it. It also lasts for a long time since it doesn't take much to make a drink.",1,1
B006MONQMC,"If you crave caffeine and vitamins but zero sugar, this is for you I love the fact that this product has no calories and no sugar, and you'll certainly get many servings out of a single bottle. I like the fruit punch flavor, but I don't love it. I could definitely tell from the taste/smell that this was a vitamin-enhanced product. I'd prefer it if it didn't come with a dose of caffeine (fine in the morning, not so great later in the day when it might keep me from sleeping well), but to others, that might be a plus.",1,0
B006MONQMC,"Convenient and economical While a little sweet for my tastes (another flavor would probably have worked better for me), the squeeze-bottle convenience of this energy-drink product makes it easy to get as little or as much flavor in your water as you want, and there is far more product here than in some other squeeze-flavor additives. I don't know how much more energetic it made me, or how many vitamins I was actually ingesting, but it was good enough for what it is. I would buy it again.",1,1
B006MONQMC,"Squeeze Me With zero calories, zero sugar and zero carbs, this is a great drink if you are trying to watch your waist line. This squeeze flavoring is much minder than some of the other similar style drink options on the market. When using the recommended amount, you will get something more akin to fruit punch flavored water vs. actual fruit punch. I don't think this is a bad thing, as our taste buds are conditioned for overly sweet drinks.<br /><br />The one thing I would warn against is that one of the main ingredients in this drink is sucralose (Splenda). So, if you are against the myriad of artificial sweeteners on the market today, this drink is definitely not for you.",1,0
